../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_0.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_1.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_10.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_100.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_101.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_102.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_103.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_104.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_105.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_106.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_107.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_108.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_109.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_11.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_110.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_111.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_112.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_113.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_114.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_115.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_116.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_117.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_118.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_119.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_12.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_120.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_121.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_122.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_123.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_124.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_125.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_126.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_127.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_128.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_129.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_13.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_130.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_131.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_132.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_133.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_134.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_135.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_136.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_137.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_138.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_139.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_14.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_140.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_141.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_142.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_143.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_144.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_145.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_146.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_147.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_148.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_149.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_15.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_150.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_151.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_152.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_153.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_154.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_155.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_156.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_157.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_158.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_159.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_16.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_160.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_161.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_162.png,adenoma
../DataSet/PolypDatasetProcesed/NBI/adenoma_NBI/video_32/adenoma_NBI_video_32_img_163.png,adenoma
